,Company Ticker
4981,VTOL
4982,KARO
4983,THCH
4984,NETWORK18.NS
4985,ORGN
4986,TOKMAN.HE
4987,ALEC
4988,FIA1S.HE
4989,BDGI.TO
4990,TM17.L
4991,EDELWEISS.NS
4992,7200.SR
4993,EXFY
4994,SLIGR.AS
4995,AMBER.NS
4996,BBTC.NS
4997,122870.KQ
4998,SFTC.TO
4999,SLI
5000,CTBI
5001,MOV
5002,OPI
5003,SCSC
5004,GNK
5005,ANIP
5006,BJRI
5007,PGRU
5008,CINT
5009,ROCC
5010,UFCS
5011,GPRK
5012,NBCC.NS
5013,CANO
5014,HCAT
5015,BRN.AX
5016,SXC
5017,STAR
5018,BORORENEW.NS
5019,OFIX
5020,SKWD
5021,002425.SZ
5022,KSB.NS
5023,181710.KS
5024,OSK.TO
5025,CGBD
5026,AMCX
5027,ALP-PQ
5028,DX
5029,PGY
5030,0302.HK
5031,1119.HK
5032,CEATLTD.NS
5033,SPARC.NS
5034,VREX
5035,INGERRAND.NS
5036,WASH
5037,YSG
5038,YALA
5039,PFI.NZ
5040,0435.HK
5041,AERI
5042,UHT
5043,OSBC
5044,RCF.NS
5045,BLTE
5046,SP
5047,GMRE
5048,ACMR
5049,ENFN
5050,BASE
5051,ETD
5052,JANX
5053,BLX
5054,ETNB
5055,SCVL
5056,MMX
5057,INH.F
5058,HTBK
5059,TIMA.F
5060,SNBR
5061,REVG
5062,ANAB
5063,MAHLIFE.NS
5064,ESABINDIA.NS
5065,095660.KQ
5066,OLVAS.HE
5067,HSTM
5068,ROSE.SW
5069,SCWX
5070,272450.KS
5071,SLAM
5072,EHAB
5073,LYEL
5074,CWC.F
5075,ROVR
5076,GEM.AX
5077,ATNI
5078,VMEO
5079,NOEJ.F
5080,PBI
5081,OTCM
5082,AEDAS.MC
5083,BOC
5084,EDN
5085,ORIENTELEC.NS
5086,GRC
5087,LDI
5088,FOR
5089,HAFC
5090,AMBC
5091,ITOS
5092,003230.KS
5093,GIII
5094,AP4.SI
5095,HCKT
5096,GSBC
5097,QUESS.NS
5098,GTY.F
5099,VCSA
5100,MPLN
5101,ROVIO.HE
5102,VIH1.F
5103,FPI
5104,JBMA.NS
5105,PSTX
5106,MAPMYINDIA.NS
5107,BEML.NS
5108,BFC
5109,AMRX
5110,TA
5111,ZENSARTECH.NS
5112,TBPH
5113,VTRU
5114,FORR
5115,AGEN
5116,TXO
5117,SWSOLAR.NS
5118,RAIN.NS
5119,BIOX
5120,QSG
5121,NAT
5122,VHI
5123,MOR
5124,AMAL
5125,TRST
5126,NGD
5127,HBT
5128,MARA
5129,RMAX
5130,AMRK
5131,EGHT
5132,BRY
5133,DENN
5134,HBNC
5135,WPL.WA
5136,ALT
5137,EDIT
5138,NFBK
5139,CASS
5140,UBA
5141,GHLD
5142,192080.KS
5143,MBI
5144,IBULHSGFIN.NS
5145,KOP
5146,SRG
5147,CYH
5148,VSEC
5149,KELYA
5150,BBAI
5151,ASC
5152,DCO
5153,KAMN
5154,MCRB
5155,PGC
5156,HONE
5157,CTIC
5158,GPIL.NS
5159,WDO.TO
5160,WPS.L
5161,ERA.AX
5162,078340.KQ
5163,ECOM
5164,HAYN
5165,ASPN
5166,JOUT
5167,HZO
5168,CUTR
5169,KIRLFER.NS
5170,AMTD
5171,LWLG
5172,KRNY
5173,ATEX
5174,CLDT
5175,BBSI
5176,TILE
5177,GOOD
5178,NESR
5179,BAND
5180,FDMT
5181,BROG
5182,ARDX
5183,5211.KL
5184,INVZ
5185,DRD
5186,VIIA3.SA
5187,ADL.DE
5188,MCB
5189,LAND
5190,FC
5191,NNDM
5192,AZUL
5193,CATC
5194,OPRA
5195,DELTACORP.NS
5196,FLWS
5197,FMBH
5198,MRSN
5199,EBS
5200,DGL.NZ
5201,INDT
5202,ACHR
5203,AMOT
5204,PAHC
5205,VITL
5206,2501.TW
5207,ECEA.F
5208,KE
5209,300533.SZ
5210,IMTX
5211,HSC
5212,NFGC
5213,CHS
5214,TRNS
5215,LWSA3.SA
5216,BVH
5217,JUBLPHARMA.NS
5218,RELIGARE.NS
5219,NEGG
5220,DBI
5221,REPX
5222,CPF
5223,BV
5224,BLUE
5225,TRE.MC
5226,TRTX
5227,SRI
5228,EBIX
5229,RXT
5230,ACRE
5231,HIFS
5232,TRVG
5233,HSII
5234,TCI.NS
5235,YORW
5236,VINP
5237,MMTC.NS
5238,MULN
5239,CLW
5240,IAUX
5241,CARA
5242,AVD
5243,PLW.WA
5244,AVCT.L
5245,ICEAIR.IC
5246,CHRS
5247,ABST
5248,CION
5249,VLD
5250,GUJALKALI.NS
5251,YIT.HE
5252,LX
5253,CAC
5254,IONR
5255,NEU.WA
5256,FATE
5257,EXK
5258,TIGR
5259,WRLD
5260,MTLS
5261,LBC
5262,MASTEK.NS
5263,SUNTECK.NS
5264,SLGC
5265,BOE.AX
5266,TBI
5267,RGP
5268,SRRK
5269,AVTE
5270,SLDP
5271,VAIBHAVGBL.NS
5272,ACCO
5273,CLA-B.ST
5274,MESO
5275,3668.T
5276,ERAS
5277,PDSMFL.NS
5278,LEU
5279,NVX
5280,MCFT
5281,RBBN
5282,CHUY
5283,VPG
5284,5168.KL
5285,POLYPLEX.NS
5286,SIBN
5287,FFIC
5288,TIPT
5289,CLOV
5290,SGHT
5291,VVI
5292,112040.KQ
5293,SYRMA.NS
5294,ZYME
5295,TRMR
5296,IGTI3.SA
5297,REX
5298,HYLN
5299,HLVX
5300,ACES.JK
5301,ECN.TO
5302,EVC
5303,TURI.JK
5304,CRMT
5305,SAFARI.NS
5306,BLBD
5307,IIIN
5308,GCO
5309,HVT
5310,ZIL2.DE
5311,BW
5312,TREE
5313,DXPE
5314,MYPS
5315,SST
5316,ALLK
5317,CMBM
5318,LASR
5319,SUPRAJIT.NS
5320,PCBL.NS
5321,9990.HK
5322,RUTH
5323,CCBG
5324,AUDC
5325,NRGV
5326,ABS2.F
5327,NKTR
5328,ENGINERSIN.NS
5329,DWAC
5330,SD
5331,ALVR
5332,PACK
5333,TNP
5334,ACE.NS
5335,LIND
5336,KTKBANK.NS
5337,CVGW
5338,DM
5339,BLNK
5340,NTGR
5341,HA
5342,AMRS
5343,BRMK
5344,DHIL
5345,VRLLOG.NS
5346,ALTG
5347,SIM0.F
5348,KRUS
5349,INFIBEAM.NS
5350,VECT
5351,JSWHL.NS
5352,RELINFRA.NS
5353,MBWM
5354,ENENTO.HE
5355,MLTX
5356,SMMT
5357,TRST.L
5358,CIR
5359,VTNR
5360,FRPH
5361,INGN
5362,SMBC
5363,SVM
5364,OSPN
5365,SOHU
5366,FDC.NS
5367,TNGX
5368,SMRT
5369,NVTA
5370,AORT
5371,ARTNA
5372,PFLT
5373,RPOWER.NS
5374,HROW
5375,GTX
5376,ANORA.HE
5377,CSBBANK.NS
5378,OIS
5379,THFF
5380,CALT
5381,TPIC
5382,GMDCLTD.NS
5383,CERS
5384,SNDL
5385,MXCT
5386,CRLBF
5387,BH
5388,GHRS
5389,SMR
5390,AGX
5391,NRIX
5392,301011.SZ
5393,AMPX
5394,FARO
5395,NSTG
5396,API
5397,VARROC.NS
5398,OBE
5399,EVER
5400,VORB
5401,TK
5402,RBD.NZ
5403,RKFORGE.NS
5404,AVEO
5405,6180.TWO
5406,RPTX
5407,LND
5408,HY
5409,RWAY
5410,SBOW
5411,EOLS
5412,TRC
5413,PLCE
5414,CAN
5415,HMST
5416,SENS
5417,SMWB
5418,ECC
5419,DOYU
5420,ONL
5421,AROW
5422,AMSWA
5423,SRNE
5424,CCNE
5425,BFLY
5426,ZEUS
5427,NPK
5428,POWL
5429,TSVT
5430,WSR
5431,LEV
5432,HIKAL.NS
5433,263750.KQ
5434,SIGA
5435,BELFB
5436,EZPW
5437,ANGO
5438,OPY
5439,MCBS
5440,ARCT
5441,CNSL
5442,VLN
5443,SML.NZ
5444,DOMO
5445,BVB.F
5446,DGICA
5447,ONTF
5448,QTRX
5449,3694.T
5450,SI
5451,OLP
5452,QNBFL.IS
5453,ATLC
5454,SGMO
5455,HDSN
5456,SCHNEIDER.NS
5457,GAMI
5458,BOOM
5459,CECO
5460,ZUMZ
5461,AR4.DE
5462,BHG
5463,GREENLAM.NS
5464,AKUS
5465,SFIX
5466,RADA
5467,LAW
5468,MCS
5469,RL9A.F
5470,TRDA
5471,COOK
5472,FFIE
5473,MVST
5474,0799.HK
5475,FNKO
5476,069080.KQ
5477,NEWT
5478,FSBC
5479,EQBK
5480,TRSSF
5481,BCOM.TA
5482,TSP
5483,SWBI
5484,HEIDELBERG.NS
5485,DDI
5486,BMRC
5487,ZYXI
5488,MTW
5489,MOFG
5490,SKYT
5491,TATACOFFEE.NS
5492,6633.HK
5493,HEG.NS
5494,BKD
5495,IBEX
5496,PHAT
5497,SENEA
5498,EGY
5499,ABML
5500,GRRR
5501,SPANDANA.NS
5502,2753.TW
5503,CVEO
5504,BHIL
5505,TTI
5506,BIG
5507,VALU
5508,APEN
5509,WISH
5510,SOI
5511,LILM
5512,GEVO
5513,CMAX
5514,BLND
5515,GLOP
5516,ORRON.ST
5517,OLECTRA.NS
5518,GDL.NS
5519,RSVR
5520,AVDL
5521,NUVB
5522,BZH
5523,TGB
5524,GAIN
5525,BNGO
5526,MPX
5527,MIDHANI.NS
5528,ACRV
5529,BHB
5530,ATCX
5531,TRIN
5532,MVIS
5533,ONEW
5534,SLN
5535,DESP
5536,SMBK
5537,AAN
5538,SWIM
5539,AUTOAXLES.NS
5540,HUG.WA
5541,WSTCSTPAPR.NS
5542,MX
5543,TSAT
5544,SURYAROSNI.NS
5545,AO.L
5546,ATRA
5547,CSV
5548,PLPC
5549,6736.T
5550,HYZN
5551,LOCO
5552,RMR
5553,ITRN
5554,NAZARA.NS
5555,LXFR
5556,CVLG
5557,CYXT
5558,CMTL
5559,IRMD
5560,AKYA
5561,ATRO
5562,MITK
5563,KZR
5564,CHENNPETRO.NS
5565,LQDA
5566,2660.HK
5567,HAW.DE
5568,SSTI
5569,TPC
5570,SUPV
5571,CTO
5572,3026.KL
5573,METC
5574,SOUTHBANK.NS
5575,ANIK
5576,HTBI
5577,PGEN
5578,ABUS
5579,LXRX
5580,GBLI
5581,FUBO
5582,RYAM
5583,GLDD
5584,AARTIDRUGS.NS
5585,ARL
5586,ORC
5587,ICVX
5588,IMAB
5589,FCU.TO
5590,ANANTRAJ.NS
5591,EBTC
5592,BZUN
5593,RMNI
5594,T5N.F
5595,VIGL
5596,NEWP
5597,NREF
5598,XPER
5599,IPI
5600,ESPR
5601,NNOX
5602,MEKKO.HE
5603,BIRD
5604,LOVE
5605,SKE
5606,PROC
5607,CPSI
5608,DXLG
5609,VESUVIUS.NS
5610,PETS
5611,HCI
5612,PPAP.KH
5613,GCBC
5614,GHG
5615,300467.SZ
5616,VAXX
5617,SCWO
5618,PRPL
5619,TINPLATE.NS
5620,WVE
5621,EVTL
5622,NGM
5623,LQDT
5624,IFBIND.NS
5625,AZRN.AS
5626,GREENPANEL.NS
5627,0709.HK
5628,BWB
5629,NR
5630,SRDX
5631,VNDA
5632,DYL.AX
5633,MAYA.JK
5634,DMRC
5635,NOA
5636,AVNW
5637,298690.KS
5638,PFHD
5639,BRT
5640,TARS
5641,INO
5642,EGRX
5643,AGCNET.NS
5644,HIPO
5645,CO
5646,CNCE
5647,DJCO
5648,MOIL.NS
5649,DZSI
5650,TCI
5651,CMPS
5652,MCPHY.PA
5653,INSE
5654,NETI
5655,AURA
5656,TPB
5657,AIRS
5658,ALRS
5659,TG
5660,DSGN
5661,091810.KS
5662,KOD
5663,JMIA
5664,RGC
5665,PAG.F
5666,AUTL
5667,LGO
5668,FF
5669,OTS.VI
5670,JINDALPOLY.NS
5671,IGIC
5672,GLAD
5673,CDXS
5674,LYTS
5675,7803.T
5676,PEPG
5677,CSTR
5678,HT
5679,QUOT
5680,JCHAC.NS
5681,SB
5682,GNTY
5683,AR.TO
5684,DSKE
5685,LMDX
5686,BHR
5687,RBB
5688,NWPX
5689,0078.HK
5690,PFIS
5691,HOV
5692,AEVA
5693,FISI
5694,RCH.L
5695,3B7.F
5696,INDOCO.NS
5697,REI
5698,ALDX
5699,BRCC
5700,BARBEQUE.NS
5701,CIFR
5702,PRTS
5703,FEAM
5704,VOLTAMP.NS
5705,CIO
5706,ARLO
5707,ITDC.NS
5708,UIS
5709,CTLP
5710,GTHX
5711,FMAO
5712,MGTX
5713,SCPL
5714,AMNB
5715,MCBC
5716,KPTI
5717,OSUR
5718,STRO
5719,AVON.L
5720,DSX
5721,AXGN
5722,PMTS
5723,STOK
5724,TCNSBRANDS.NS
5725,DIB.MI
5726,TATASTLLP.NS
5727,0050.HK
5728,GOEV
5729,NILKAMAL.NS
5730,MAHLOG.NS
5731,PSTL
5732,SPNE
5733,ARP.ST
5734,CVRX
5735,HUT
5736,CURV
5737,PNNT
5738,DISHTV.NS
5739,RRBI
5740,NVEC
5741,KSCL.NS
5742,SMTI
5743,PNTG
5744,ALPN
5745,ORGO
5746,MHLD
5747,ADCT
5748,NGMS
5749,MRNS
5750,SPWH
5751,NL
5752,VOR
5753,SHRIPISTON.NS
5754,CASA
5755,TCX
5756,RBOT
5757,RTN.L
5758,NIU
5759,AMC.V
5760,PRCH
5761,JTEKTINDIA.NS
5762,CZNC
5763,RXST
5764,3798.HK
5765,AVIR
5766,BARK
5767,NFL.NS
5768,SHBI
5769,GCI
5770,ASTEC.NS
5771,HLTH
5772,CLAR
5773,WEAV
5774,ACET
5775,OZ
5776,CNTA
5777,HATHWAY.NS
5778,MARKSANS.NS
5779,KKCL.NS
5780,NBN
5781,SLQT
5782,LPTV
5783,PRTH
5784,CSW-A.TO
5785,PTC.NS
5786,ALFOC.PA
5787,CIVB
5788,PETQ
5789,GLUE
5790,11B.WA
5791,BBW
5792,POWERMECH.NS
5793,OOMA
5794,GLRE
5795,PAISALO.NS
5796,MIRZAINT.NS
5797,PMVP
5798,VEL
5799,PZA.TO
5800,REMEDY.HE
5801,STAR.NS
5802,FNLC
5803,NINE
5804,SFST
5805,0XD.F
5806,7844.T
5807,ALXO
5808,HBLPOWER.NS
5809,INOXWIND.NS
5810,RM
5811,BNR
5812,SMMF
5813,GWH
5814,GNE
5815,OTLK
5816,QD
5817,GBIO
5818,BWMX
5819,HBCP
5820,ADB.MI
5821,FET
5822,VMD
5823,VLGEA
5824,NN
5825,ACNB
5826,FLL
5827,UTMD
5828,WKHS
5829,DFLI
5830,6820.HK
5831,ANNX
5832,LUNG
5833,CABA
5834,GRVY
5835,BLDE
5836,VSTA
5837,MLR
5838,5478.TWO
5839,VERA
5840,GROY
5841,PHVS
5842,MASS
5843,VERU
5844,FRGE
5845,SKLZ
5846,GATO
5847,TMC
5848,GPMT
5849,SAR
5850,OMGA
5851,BKUH
5852,RAIN
5853,7552.T
5854,HRTX
5855,SIFY
5856,AFCG
5857,NATH
5858,YRD
5859,5983.KL
5860,SBT
5861,BSRR
5862,SOL
5863,AKTS
5864,RELL
5865,NMG
5866,TROO
5867,HQI
5868,TIG
5869,VUZI
5870,SLNA
5871,GRIN
5872,CPS
5873,SOND
5874,ATNM
5875,VYGR
5876,MMAT
5877,WW
5878,SUDARSCHEM.NS
5879,QIWI.ME
5880,OSG
5881,ARQQ
5882,ORIENTCEM.NS
5883,KNTE
5884,VERI
5885,ZFOX
5886,NRIM
5887,RDVT
5888,FHTX
5889,LUNA
5890,KRT
5891,EGAN
5892,MVBF
5893,WHF
5894,BBBY
5895,ITIC
5896,RANI
5897,OCUL
5898,GILT
5899,GTE
5900,SATL
5901,AMPY
5902,1301.T
5903,QSI
5904,HUMA
5905,OYST
5906,ACB
5907,UP
5908,FSP
5909,FBIZ
5910,ASTRAMICRO.NS
5911,3817.T
5912,GPP
5913,VLDR
5914,CDZI
5915,CVCY
5916,APLD
5917,ASA
5918,BCBP
5919,OBT
5920,OPRX
5921,BBLN
5922,TLS
5923,TUSK
5924,ARAY
5925,RIDE
5926,PCSB
5927,ATAI
5928,GABRIEL.NS
5929,EG7.ST
5930,PRLD
5931,VRCA
5932,GFG.DE
5933,NODK
5934,PKE
5935,SKIL
5936,M8G.DE
5937,LRMR
5938,SCM
5939,PANL
5940,GEO.MI
5941,RIGL
5942,UNTY
5943,JPASSOCIAT.NS
5944,OUST
5945,SEER
5946,CCHWF
5947,CLPR
5948,AFC.L
5949,TSBK
5950,KODK
5951,ETHOSLTD.NS
5952,CNTY
5953,NPAPER.ST
5954,LCFS.TO
5955,JILL
5956,HMPT
5957,SIYSIL.NS
5958,AADI
5959,RNGR
5960,NC
5961,HCC.NS
5962,MUX
5963,SOMANYCERA.NS
5964,GRWG
5965,UPLD
5966,CCCC
5967,NDLS
5968,AXTI
5969,LSEA
5970,SVRA
5971,MOZ.TO
5972,ANTX
5973,HONDAPOWER.NS
5974,CVGI
5975,NRDY
5976,RLGT
5977,1909.HK
5978,ADAP
5979,LE
5980,FXLV
5981,BSVN
5982,ZOM
5983,ZVIA
5984,LVOX
5985,DTC
5986,ASHOKA.NS
5987,SY
5988,CTV
5989,SMHI
5990,IPHA
5991,OPT
5992,ODC
5993,HNST
5994,ARVIND.NS
5995,STKS
5996,SELB
5997,REFI
5998,URG
5999,BCOV
6000,OCFT
6001,ZYE1.F
6002,EEX
6003,ABSI
6004,MPAA
6005,DBVT
6006,OCN
6007,SSBK
6008,NKTX
6009,OGI
6010,PINE
6011,TLYS
6012,CGNT
6013,BCML
6014,TCBX
6015,GULFOILLUB.NS
6016,TRUE
6017,KALV
6018,SKYX
6019,CAAS
6020,UONE
6021,SPICEJET.NS
6022,POWW
6023,PLM
6024,LNDC
6025,RLYB
6026,LSAK
6027,ELECTCAST.NS
6028,WRN
6029,LLAP
6030,HIVE
6031,PCF.WA
6032,EMUDHRA.NS
6033,RUPA.NS
6034,FCUV
6035,MYFW
6036,UROY
6037,SILC
6038,DC
6039,ORRF
6040,KBAL
6041,MLEC
6042,MSTCLTD.NS
6043,EU
6044,III
6045,SCPH
6046,PLBC
6047,MMFL.NS
6048,APX.AX
6049,PURVA.NS
6050,ISO.V
6051,LMNR
6052,NAUT
6053,WEYS
6054,WLDN
6055,TCMD
6056,HLLY
6057,VOXX
6058,3932.T
6059,FAA.DE
6060,GLSI
6061,VSTTILLERS.NS
6062,WABAG.NS
6063,6238.T
6064,DRTS
6065,HNRG
6066,COSMOFIRST.NS
6067,PFMT
6068,TGAN
6069,PKBK
6070,OCGN
6071,AGS
6072,PFOCUS.NS
6073,MOLN
6074,HSIL.NS
6075,OPRT
6076,CVLY
6077,EHTH
6078,SWKH
6079,ZIMV
6080,ARVL
6081,RENT
6082,RGCO
6083,GRTS
6084,CLSK
6085,LIAN
6086,BWFG
6087,ALTO
6088,RTNPOWER.NS
6089,APOLLOPIPE.NS
6090,SUNDARMHLD.NS
6091,INBK
6092,VATE
6093,INDIAGLYCO.NS
6094,ABOS
6095,LCTX
6096,HOFT
6097,CIAN
6098,FDEV.L
6099,KLTR
6100,APEI
6101,MKFG
6102,CANTABIL.NS
6103,PDSB
6104,CONFIPET.NS
6105,SEQUENT.NS
6106,FGBI
6107,NACLIND.NS
6108,RCEL
6109,KFS
6110,DNMR
6111,BZFD
6112,CIX
6113,FORCEMOT.NS
6114,UBS.VI
6115,XOMA
6116,THRN
6117,ABSP.JO
6118,SUBROS.NS
6119,CARERATING.NS
6120,RBT
6121,CWCO
6122,SDC
6123,TIMETECHNO.NS
6124,HFFG
6125,ACCELYA.NS
6126,FRGI
6127,VADILALIND.NS
6128,MPSLTD.NS
6129,5982.T
6130,DOMA
6131,CIGNITITEC.NS
6132,CONN
6133,AENZ
6134,IMMR
6135,ARBE
6136,ELLO
6137,JAGRAN.NS
6138,PDLB
6139,TCFC
6140,TEN.WA
6141,CMCL
6142,NACON.PA
6143,AHT
6144,HIL.NS
6145,QUAD
6146,JYNT
6147,ALERS.PA
6148,AZRE
6149,CDLX
6150,4393.T
6151,NEULANDLAB.NS
6152,ASRT
6153,GRPN
6154,NGL
6155,PPTA
6156,MBCN
6157,DHX
6158,AS.BK
6159,4165.T
6160,FILATEX.NS
6161,GALLISPAT.NS
6162,PBPB
6163,TBNK
6164,TELA
6165,MTRX
6166,ATLO
6167,MNSB
6168,PTMN
6169,EMX
6170,KAMUX.HE
6171,PRAX
6172,AGIL
6173,AVAH
6174,SPPI
6175,VZLA
6176,JISLDVREQS.NS
6177,EVBN
6178,GOSS
6179,ASUR
6180,DIBS
6181,XXII
6182,VIDHIING.NS
6183,QIPT
6184,GCT
6185,PCYO
6186,TCS
6187,WNEB
6188,DLTH
6189,BGFV
6190,BKSY
6191,ALEMBICLTD.NS
6192,CSTE
6193,INFU
6194,HINDOILEXP.NS
6195,LCNB
6196,VBNK
6197,CALB
6198,VABK
6199,LUMAXIND.NS
6200,TIDEWATER.NS
6201,GHL
6202,GATI.NS
6203,BITF
6204,GREENPLY.NS
6205,LTRPA
6206,MAPS
6207,EAR
6208,ESSA
6209,FMGOETZE.NS
6210,CTXR
6211,PRQR
6212,IMFA.NS
6213,ATOM
6214,ORIC
6215,AKBA
6216,ACIU
6217,IVVD
6218,RCKY
6219,AIP
6220,RROS.ST
6221,KINGFA.NS
6222,URGN
6223,TNPL.NS
6224,CFFI
6225,LMST
6226,ISTR
6227,IXHL
6228,AKA
6229,WENDT.NS
6230,BMN.AX
6231,ALCO
6232,AJX
6233,XAIR
6234,GNUS
6235,RAD
6236,TEXRAIL.NS
6237,KVHI
6238,SANGHIIND.NS
6239,PLTH.CN
6240,CATO
6241,2100.HK
6242,HIL
6243,INVE
6244,PLBY
6245,ASHIANA.NS
6246,KMDA
6247,HUHTAMAKI.NS
6248,CPTN
6249,HURC
6250,AOMR
6251,CCLP
6252,2497.T
6253,SHALBY.NS
6254,STRS
6255,SUNL
6256,OLMA
6257,BLZE
6258,HESTERBIO.NS
6259,SHANKARA.NS
6260,8Z3.F
6261,APTECHT.NS
6262,KMPH
6263,VIEW
6264,OPTN
6265,BCAB
6266,PKOH
6267,3903.T
6268,PEBK
6269,JAKK
6270,SAMG
6271,ITI
6272,OPAD
6273,YMAB
6274,KITT
6275,ACTG
6276,DEVO.L
6277,PWOD
6278,NOTV
6279,TETY.ST
6280,OLG.PA
6281,IVAC
6282,DBD
6283,GLT
6284,LTRX
6285,KNDI
6286,9467.T
6287,NATR
6288,REPCOHOME.NS
6289,PAYS
6290,AMER3.SA
6291,KRMD
6292,PRE
6293,ADW-A.TO
6294,DAKT
6295,OXSQ
6296,DMTK
6297,WPRT
6298,OPBK
6299,OMIC
6300,THRD
6301,SMSI
6302,CURO
6303,INEOSSTYRO.NS
6304,NELCO.NS
6305,BODY
6306,CISO
6307,IGPL.NS
6308,SANDHAR.NS
6309,DHAMPURSUG.NS
6310,TUP
6311,RPGLIFE.NS
6312,NVCT
6313,SPIC.NS
6314,SOPH
6315,CRMD
6316,MTNL.NS
6317,YELL
6318,STBX
6319,CASH3.SA
6320,INCR
6321,OVID
6322,ORP.PA
6323,GLYC
6324,ESCA
6325,UCL
6326,SAL
6327,VRA
6328,PEXIP.OL
6329,LL
6330,SASKEN.NS
6331,ALYA
6332,GTPL.NS
6333,SMLP
6334,ASXC
6335,LCUT
6336,INDORAMA.NS
6337,6111.TWO
6338,3793.T
6339,SPRU
6340,ZTEK
6341,BSET
6342,HWBK
6343,FOBK.F
6344,IMMP
6345,PSNL
6346,WMPN
6347,NTP
6348,AREN
6349,CTMX
6350,SRT
6351,TRHC
6352,CRNT
6353,EXCELINDUS.NS
6354,REAL
6355,MG
6356,SPOK
6357,EINC.TO
6358,OAL.NS
6359,JOAN
6360,UFI
6361,AFMD
6362,MICT
6363,AKLI
6364,KCP.NS
6365,PTRS
6366,RDW
6367,STERTOOLS.NS
6368,TDUP
6369,BATL
6370,PYR
6371,RANEHOLDIN.NS
6372,0547.HK
6373,TWIN
6374,7153.KL
6375,RVSB
6376,BGSF
6377,TCRT
6378,ALPS
6379,AGFS
6380,CAMP
6381,FATH
6382,MACK
6383,RMBI
6384,ARC
6385,PVBC
6386,GENC
6387,MRX.F
6388,WHEELS.NS
6389,IGARASHI.NS
6390,GRCL
6391,PEAR
6392,SUP
6393,CENN
6394,G5EN.ST
6395,ASTR
6396,GTLINFRA.NS
6397,SACH
6398,XERS
6399,QMCO
6400,PORT.JK
6401,PLG
6402,FOSECOIND.NS
6403,STIM
6404,IH
6405,RRGB
6406,CMRX
6407,CTSO
6408,PKP.WA
6409,4994.TW
6410,BBXIA
6411,VBIV
6412,AMTX
6413,XOS
6414,FNGR
6415,SMLR
6416,VRM
6417,RDCM
6418,ISSC
6419,FNWB
6420,VLTA
6421,ADTH
6422,MNMD
6423,ECBK
6424,KLXE
6425,TALK
6426,SPIR
6427,ANUP.NS
6428,APPH
6429,SQNS
6430,HEAR
6431,EYPT
6432,KITEX.NS
6433,4434.T
6434,RICOAUTO.NS
6435,ESEA
6436,FREE
6437,HNVR
6438,FREQ
6439,KUANTUM.NS
6440,SLDB
6441,MITT
6442,ADSE
6443,MRMD
6444,GRNA
6445,OFED
6446,LVLU
6447,GNS
6448,PRAKASH.NS
6449,KOPN
6450,PRPH
6451,KORE
6452,YTRA
6453,MLVF
6454,KULR
6455,FSTR
6456,OMAXE.NS
6457,CDXC
6458,GNLX
6459,BBIG
6460,LAZY
6461,ISBIR.IS
6462,PLY.AX
6463,NYXH
6464,FRBK
6465,BDSX
6466,3083.TWO
6467,OIIM
6468,GEOJITFSL.NS
6469,GHM
6470,GRPH
6471,BFIN
6472,RMBL
6473,SMLISUZU.NS
6474,ALLT
6475,BLI
6476,PEN.AX
6477,NUCLEUS.NS
6478,SATX
6479,RGTI
6480,MIST
6481,IUR.F
6482,ATHA
6483,PARAGMILK.NS
6484,WETG
6485,TRX
6486,RGF
6487,OPOF
6488,SKIPPER.NS
6489,1961.HK
6490,AURA.L
6491,PIRS
6492,PFS.NS
6493,TSQ
6494,CRJ.WA
6495,FLNT
6496,DTIL
6497,MYNA
6498,OVBC
6499,7106.KL
6500,VWE
6501,VSTM
6502,SRIPIPES.NS
6503,3656.T
6504,STAR-B.ST
6505,FONR
6506,LTCH
6507,SCTL
6508,BNED
6509,CIA
6510,REE
6511,BKKT
6512,SANG
6513,3546.TWO
6514,QBTS
6515,ANIX
6516,CAPACITE.NS
6517,NAK
6518,SONX
6519,MESA
6520,UNB
6521,XNET
6522,VXRT
6523,MNOV
6524,VFF
6525,SMFR
6526,SOLO
6527,BRG-B.ST
6528,USDP
6529,LFT
6530,KRON
6531,NOK.BK
6532,FINW
6533,CVM
6534,SESN
6535,CI7.F
6536,XBIT
6537,AREC
6538,RVLP
6539,PLSE
6540,PARKEN.CO
6541,MANGCHEFER.NS
6542,YJ
6543,POLL.JK
6544,APYX
6545,PCYG
6546,3662.T
6547,LIDR
6548,3911.T
6549,XFOR
6550,ISR
6551,WINE.L
6552,SYZ.TO
6553,MTNB
6554,PRTK
6555,CLLS
6556,RLMD
6557,SCOR
6558,DAVE
6559,LEE
6560,TOI
6561,THUNDR.ST
6562,ORIENTPPR.NS
6563,NAVKARCORP.NS
6564,EOSE
6565,IMPAL.NS
6566,SHIP
6567,AKU
6568,LAKE
6569,HITI
6570,TAST
6571,VLN.TO
6572,IDEX
6573,RDI
6574,BODALCHEM.NS
6575,UIHC
6576,PXLW
6577,SJ
6578,EMBK
6579,CELU
6580,GEPIL.NS
6581,FLXS
6582,PROV
6583,COFFEEDAY.NS
6584,REKR
6585,BYSI
6586,TIL
6587,PHUN
6588,AGE.AX
6589,INSG
6590,3904.T
6591,PRDS
6592,HPCO
6593,ARMP
6594,EARN
6595,CBAT
6596,IREN
6597,ASPS
6598,QUICKHEAL.NS
6599,LOOP
6600,TTCF
6601,CAPR
6602,DARE
6603,6BO.SG
6604,MMLP
